,dataset,lr,dropout,early_stopping,weight_decay,alpha,beta,gamma,delta,norm_func_id,norm_layers,orders_func_id,orders,accuracy,std
198,texas,0.01,0.0,200,5e-05,0.0,0.3,0.3,1.0,2,2,2,4,0.8297,0.0453
199,texas,0.01,0.0,200,0.0001,0.0,0.1,0.1,1.0,2,1,2,4,0.8324,0.0465
200,texas,0.01,0.0,200,5e-05,0.0,0.1,0.1,1.0,2,1,2,2,0.8324,0.0465
201,texas,0.01,0.0,200,5e-05,0.0,0.1,0.1,1.0,2,1,2,3,0.8324,0.048
202,texas,0.01,0.0,200,1e-05,0.0,0.1,0.1,1.0,2,2,2,2,0.8324,0.0432
203,texas,0.01,0.0,200,1e-05,0.0,0.1,0.1,1.0,2,3,2,2,0.8324,0.048
204,texas,0.01,0.0,200,1e-05,0.0,0.1,0.1,1.0,2,2,2,3,0.8324,0.0432
205,texas,0.01,0.0,200,1e-05,0.0,0.1,0.1,1.0,2,2,2,4,0.8324,0.0432
206,texas,0.01,0.0,200,1e-05,0.0,0.1,0.2,1.0,2,2,2,2,0.8324,0.0465
207,texas,0.01,0.0,200,1e-05,0.0,0.1,0.2,1.0,2,2,2,3,0.8324,0.0465
208,texas,0.01,0.0,200,1e-05,0.0,0.1,0.2,1.0,2,2,2,4,0.8324,0.0465
209,texas,0.01,0.0,200,0.0001,0.0,0.1,0.3,1.0,2,1,2,2,0.8324,0.0432
210,texas,0.01,0.0,200,0.0001,0.0,0.1,0.3,1.0,2,2,2,3,0.8324,0.0449
211,texas,0.01,0.0,200,0.0001,0.0,0.1,0.3,1.0,2,2,2,4,0.8324,0.0449
212,texas,0.01,0.0,200,0.0001,0.0,0.2,0.1,1.0,2,2,2,4,0.8324,0.0465
213,texas,0.01,0.0,200,5e-05,0.0,0.2,0.1,1.0,2,1,2,2,0.8324,0.0465
214,texas,0.01,0.0,200,5e-05,0.0,0.2,0.1,1.0,2,1,2,4,0.8324,0.0465
215,texas,0.01,0.0,200,1e-05,0.0,0.2,0.1,1.0,2,3,2,2,0.8324,0.0432
216,texas,0.01,0.0,200,0.0001,0.0,0.2,0.2,1.0,2,3,2,4,0.8324,0.051
217,texas,0.01,0.0,200,1e-05,0.0,0.2,0.2,1.0,2,2,2,2,0.8324,0.0465
218,texas,0.01,0.0,200,0.0001,0.0,0.2,0.3,1.0,2,2,2,2,0.8324,0.0449
219,texas,0.01,0.0,200,0.0001,0.0,0.2,0.3,1.0,2,2,2,4,0.8324,0.0449
220,texas,0.01,0.0,200,5e-05,0.0,0.2,0.3,1.0,2,2,2,2,0.8324,0.0449
221,texas,0.01,0.0,200,5e-05,0.0,0.2,0.3,1.0,2,2,2,3,0.8324,0.0449
222,texas,0.01,0.0,200,5e-05,0.0,0.2,0.3,1.0,2,2,2,4,0.8324,0.0449
223,texas,0.01,0.0,200,0.0001,0.0,0.3,0.1,1.0,2,1,2,2,0.8324,0.048
224,texas,0.01,0.0,200,0.0001,0.0,0.3,0.1,1.0,2,2,2,3,0.8324,0.0465
225,texas,0.01,0.0,200,0.0001,0.0,0.3,0.1,1.0,2,2,2,4,0.8324,0.0465
226,texas,0.01,0.0,200,5e-05,0.0,0.3,0.1,1.0,2,1,2,3,0.8324,0.048
227,texas,0.01,0.0,200,1e-05,0.0,0.3,0.1,1.0,2,2,2,3,0.8324,0.0415
228,texas,0.01,0.0,200,1e-05,0.0,0.3,0.1,1.0,2,2,2,4,0.8324,0.0415
229,texas,0.01,0.0,200,0.0001,0.0,0.3,0.2,1.0,2,3,2,2,0.8324,0.051
230,texas,0.01,0.0,200,0.0001,0.0,0.3,0.2,1.0,2,3,2,3,0.8324,0.051
231,texas,0.01,0.0,200,0.0001,0.0,0.3,0.2,1.0,2,1,2,4,0.8324,0.048
232,texas,0.01,0.0,200,0.0001,0.0,0.3,0.3,1.0,2,2,2,4,0.8324,0.0449
233,texas,0.01,0.0,200,1e-05,0.0,0.1,0.1,1.0,2,3,2,4,0.8351,0.0505
234,texas,0.01,0.0,200,1e-05,0.0,0.2,0.1,1.0,2,2,2,2,0.8351,0.0372
235,texas,0.01,0.0,200,0.0001,0.0,0.2,0.3,1.0,2,3,2,4,0.8351,0.0459
236,texas,0.01,0.0,200,5e-05,0.0,0.3,0.1,1.0,2,1,2,2,0.8351,0.049
237,texas,0.01,0.0,200,5e-05,0.0,0.3,0.1,1.0,2,1,2,4,0.8351,0.049
238,texas,0.01,0.0,200,5e-05,0.0,0.3,0.2,1.0,2,2,2,4,0.8351,0.0459
239,texas,0.01,0.0,200,0.0001,0.0,0.3,0.3,1.0,2,3,2,2,0.8351,0.0459
240,texas,0.01,0.0,200,0.0001,0.0,0.3,0.3,1.0,2,3,2,3,0.8351,0.0459
241,texas,0.01,0.0,200,0.0001,0.0,0.3,0.3,1.0,2,3,2,4,0.8351,0.0459
242,texas,0.01,0.0,200,5e-05,0.0,0.1,0.1,1.0,2,1,2,4,0.8378,0.0468
